NAME,SAO.L,RBB.L,SAO/RBB,m+.L,SAO.R,RBB.R,SAO/RBB,m+.R,center,major-axis,minor-axis
“¡Šª,-1.1348,7,-0.162114286,-3.4044,2.18499,19.5932,0.111517771,2.341873201,36,47,120
